compound,target_class,ecfp4_max_tanimoto,ecfp4_top5_mean,maccs_max_tanimoto,best_ref_molecule,best_ref_pchembl,best_ref_ic50_nm,best_ref_target,best_ref_organism,n_references,ecfp4_2nd_tanimoto,n_refs_above_0.4,n_refs_above_0.5,canonical_smiles,source_file,mw,logp,tpsa,hbd,hba,rotbonds,heavy_atoms,sulfonamide,beta_lactam,hydroxamate,diaminopyrimidine,xanthine,hydrazone,benzimidazole,benzothiazole,aryl_halide,similarity_component,top5_component,maccs_component,sar_bonus,evidence_score,organism_prior,evidence_tier,organism,organism_adjusted_score,panel_rank,panel_target_count,organism_target_panel,justification
X1V19,GyrB,0.2816901408450704,0.2525559768869628,0.8135593220338984,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.25,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.33034571062740065,0.3834577264154728,1.0,0.0,0.4110372869175686,1.03,moderate,Acinetobacter baumannii,0.42336840552509564,1,5,PBP2a; FabI; GyrB; LpxA; MurC,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V19,MurC,0.2692307692307692,0.2147995599470464,0.6571428571428571,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.2048192771084337,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.30769230769230765,0.2995545776601031,0.7959183673469389,0.0,0.3481225533632204,1.05,low,Acinetobacter baumannii,0.3655286810313814,2,5,PBP2a; FabI; GyrB; LpxA; MurC,MurC and related Mur ligases are ATP-dependent peptidoglycan precursor enzymes; the reference set includes related Mur-ligase chemistry and is lower-confidence than FabI/GyrB.
X1V20,GyrB,0.2816901408450704,0.2525559768869628,0.8305084745762712,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.25,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.33034571062740065,0.3834577264154728,1.0,0.0,0.4110372869175686,1.03,moderate,Acinetobacter baumannii,0.42336840552509564,1,5,PBP2a; FabI; GyrB; LpxA; MurC,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V20,MurC,0.2073170731707317,0.1791449114160688,0.647887323943662,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.1847826086956521,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.19512195121951215,0.22032202536904177,0.7826961770623744,0.0,0.27004590851137267,1.05,low,Acinetobacter baumannii,0.2835482039369413,2,5,PBP2a; FabI; GyrB; LpxA; MurC,MurC and related Mur ligases are ATP-dependent peptidoglycan precursor enzymes; the reference set includes related Mur-ligase chemistry and is lower-confidence than FabI/GyrB.
X1V26,GyrB,0.3,0.2822763249079038,0.6901408450704225,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.2837837837837837,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.3636363636363636,0.4495029442397861,0.8430583501006037,0.0,0.42065267039321885,1.03,moderate,Acinetobacter baumannii,0.43327225050501544,1,5,PBP2a; FabI; GyrB; LpxA; MurC,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V26,MurC,0.2531645569620253,0.2074468521518149,0.6753246753246753,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.2093023255813953,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.2784810126582277,0.28321522700403307,0.8218923933209649,0.0,0.3333281720782668,1.05,low,Acinetobacter baumannii,0.34999458068218015,2,5,PBP2a; FabI; GyrB; LpxA; MurC,MurC and related Mur ligases are ATP-dependent peptidoglycan precursor enzymes; the reference set includes related Mur-ligase chemistry and is lower-confidence than FabI/GyrB.
X1V9,GyrB,0.2941176470588235,0.2697204487696026,0.8448275862068966,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.2692307692307692,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.3529411764705881,0.42160099726578354,1.0,0.0,0.43187083755173994,1.03,moderate,Acinetobacter baumannii,0.44482696267829214,1,5,PBP2a; FabI; GyrB; LpxA; MurC,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V9,MurC,0.2151898734177215,0.1830115593648817,0.6338028169014085,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.188235294117647,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.20943613348676635,0.22891457636640378,0.7625754527162979,0.0,0.2763330287424288,1.05,low,Acinetobacter baumannii,0.2901496801795503,2,5,PBP2a; FabI; GyrB; LpxA; MurC,MurC and related Mur ligases are ATP-dependent peptidoglycan precursor enzymes; the reference set includes related Mur-ligase chemistry and is lower-confidence than FabI/GyrB.
BI-1,GyrB,0.375,0.317451558103732,0.6307692307692307,CHEMBL3341781,5.5,3132.0,CHEMBL1921666,S. aureus,253,0.3623188405797101,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.5,0.5276701291194044,0.7582417582417583,0.0,0.4956537960161148,1.05,moderate,MRSA / Staphylococcus aureus,0.5204364858169206,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
BI-1,FtsZ,0.25,0.2118780096308186,0.6557377049180327,CHEMBL1651196,5.21,6210.0,CHEMBL4213,M. tuberculosis,67,0.2142857142857142,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.2727272727272727,0.29306224362404126,0.7939110070257611,0.0,0.32871584832351086,1.03,low,MRSA / Staphylococcus aureus,0.3385773237732162,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FtsZ is an essential cytokinetic GTPase; prioritization is credible only when similarity to known FtsZ ligands is accompanied by a compatible heteroaromatic pharmacophore.
BI-6,GyrB,0.3164556962025316,0.2783629095754346,0.6438356164383562,CHEMBL3341781,5.5,3132.0,CHEMBL1921666,S. aureus,253,0.3026315789473684,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.39355581127733014,0.44080646572318793,0.7769080234833661,0.0,0.42351572559196693,1.05,moderate,MRSA / Staphylococcus aureus,0.4446915118715653,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
BI-6,FtsZ,0.2298850574712643,0.2044409553150953,0.6451612903225806,CHEMBL1651202,5.11,7690.0,CHEMBL4213,M. tuberculosis,67,0.2209302325581395,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.23615464994775326,0.2765354562557673,0.7788018433179724,0.0,0.3040314655355143,1.03,low,MRSA / Staphylococcus aureus,0.31315240950157974,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FtsZ is an essential cytokinetic GTPase; prioritization is credible only when similarity to known FtsZ ligands is accompanied by a compatible heteroaromatic pharmacophore.
OX-11,GyrB,0.2083333333333333,0.1963518325516762,0.7051282051282052,CHEMBL3736056,7.89,13.0,CHEMBL1921666,S. aureus,253,0.1979166666666666,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.19696969696969685,0.2585596278926138,0.8644688644688646,0.0,0.2927950851283315,1.05,low,MRSA / Staphylococcus aureus,0.30743483938474814,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
OX-11,FabI,0.1979166666666666,0.1897944071989754,0.7012987012987013,CHEMBL45433,6.03,940.0,CHEMBL3994,S. aureus,331,0.196078431372549,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.1780303030303029,0.24398757155327863,0.8589981447124305,0.0,0.27886176611033564,1.0,low,MRSA / Staphylococcus aureus,0.27886176611033564,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
T2Z14,GyrB,0.2,0.1896636849039595,0.7023809523809523,CHEMBL3735238,7.03,94.0,CHEMBL1921666,S. aureus,253,0.1929824561403508,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2436970775643544,0.8605442176870748,0.02,0.30091499295324076,1.05,low,MRSA / Staphylococcus aureus,0.3159607426009028,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
T2Z14,FabI,0.1743119266055046,0.1688334333914077,0.7051282051282052,CHEMBL296932,6.52,300.0,CHEMBL3994,S. aureus,331,0.1711711711711711,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.13511259382819016,0.19740762975868376,0.8644688644688646,0.02,0.2665785340240957,1.0,low,MRSA / Staphylococcus aureus,0.2665785340240957,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
T2Z5,GyrB,0.2277227722772277,0.2089745958424818,0.7361111111111112,CHEMBL3735238,7.03,94.0,CHEMBL1921666,S. aureus,253,0.2075471698113207,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.23222322232223216,0.2866102129832928,0.9087301587301589,0.02,0.3440736882164631,1.05,low,MRSA / Staphylococcus aureus,0.36127737262728626,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
T2Z5,FabI,0.1764705882352941,0.1695140197976128,0.6578947368421053,CHEMBL296932,6.52,300.0,CHEMBL3994,S. aureus,331,0.174757281553398,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.13903743315508016,0.1989200439946951,0.7969924812030077,0.02,0.258797599756665,1.0,low,MRSA / Staphylococcus aureus,0.258797599756665,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
T2Z6,GyrB,0.2277227722772277,0.2067174983288157,0.7361111111111112,CHEMBL3735875,6.58,262.0,CHEMBL1921666,S. aureus,253,0.2058823529411764,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.23222322232223216,0.2815944407307015,0.9087301587301589,0.02,0.3428197451533153,1.05,low,MRSA / Staphylococcus aureus,0.3599607324109811,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
T2Z6,FabI,0.1764705882352941,0.1705429569870802,0.6438356164383562,CHEMBL296932,6.52,300.0,CHEMBL3994,S. aureus,331,0.174757281553398,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.13903743315508016,0.20120657108240042,0.7769080234833661,0.02,0.2563565628706451,1.0,low,MRSA / Staphylococcus aureus,0.2563565628706451,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
T2Z9,GyrB,0.2,0.1858498023715415,0.7023809523809523,CHEMBL3735875,6.58,262.0,CHEMBL1921666,S. aureus,253,0.1909090909090909,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.23522178304787,0.8605442176870748,0.02,0.2987961693241197,1.05,low,MRSA / Staphylococcus aureus,0.3137359777903257,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
T2Z9,FabI,0.2,0.1881233671988389,0.7051282051282052,CHEMBL3623422,6.96,110.0,CHEMBL3994,S. aureus,331,0.19,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.18181818181818182,0.2402741493307531,0.8644688644688646,0.02,0.30064795791210885,1.0,low,MRSA / Staphylococcus aureus,0.30064795791210885,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
X1V11,GyrB,0.282051282051282,0.2773230979515523,0.7424242424242424,CHEMBL3962799,5.7,2000.0,CHEMBL1826,E. coli,253,0.282051282051282,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.33100233100233084,0.43849577322567174,0.9177489177489179,0.0,0.41278744646992105,1.05,moderate,MRSA / Staphylococcus aureus,0.4334268187934171,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V11,FabI,0.2463768115942029,0.2082019366845769,0.5733333333333334,CHEMBL2178293,6.07,860.0,CHEMBL1857,E. coli,331,0.2058823529411764,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.26613965744400525,0.28489319263239316,0.6761904761904763,0.0,0.30572169830867235,1.0,low,MRSA / Staphylococcus aureus,0.30572169830867235,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
X1V19,GyrB,0.2816901408450704,0.2525559768869628,0.8135593220338984,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.25,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.33034571062740065,0.3834577264154728,1.0,0.0,0.4110372869175686,1.05,moderate,MRSA / Staphylococcus aureus,0.43158915126344705,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V19,DHFR,0.2142857142857142,0.1717385487289728,0.5238095238095238,CHEMBL120783,6.5,320.0,CHEMBL2329,C. albicans,232,0.188235294117647,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.20779220779220758,0.20386344161993952,0.6054421768707484,0.0,0.24567829083170095,1.0,low,MRSA / Staphylococcus aureus,0.24567829083170095,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FolA/DHFR is an essential folate-cycle enzyme; evidence is strongest when diaminopyrimidine-like or folate-mimetic chemistry is present and the nearest active reference ligands are similar.
X1V20,GyrB,0.2816901408450704,0.2525559768869628,0.8305084745762712,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.25,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.33034571062740065,0.3834577264154728,1.0,0.0,0.4110372869175686,1.05,moderate,MRSA / Staphylococcus aureus,0.43158915126344705,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V20,FabI,0.2179487179487179,0.2009586574474215,0.4939759036144578,CHEMBL3623407,5.69,2040.0,CHEMBL3994,S. aureus,331,0.2125,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.21445221445221432,0.2687970165498256,0.5628227194492255,0.0,0.25884876928094736,1.0,low,MRSA / Staphylococcus aureus,0.25884876928094736,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
X1V26,GyrB,0.3,0.2822763249079038,0.6901408450704225,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.2837837837837837,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.3636363636363636,0.4495029442397861,0.8430583501006037,0.0,0.42065267039321885,1.05,moderate,MRSA / Staphylococcus aureus,0.4416853039128798,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V26,FabI,0.2285714285714285,0.2005007221954742,0.618421052631579,CHEMBL2178293,6.07,860.0,CHEMBL1857,E. coli,331,0.208955223880597,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.23376623376623362,0.26777938265660933,0.7406015037593986,0.0,0.2949181881111789,1.0,low,MRSA / Staphylococcus aureus,0.2949181881111789,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FabI/FabL is the enoyl-ACP reductase of type-II fatty-acid synthesis; ranking is ligand-similarity based because the series lacks a canonical triclosan-like motif.
X1V9,GyrB,0.2941176470588235,0.2697204487696026,0.8448275862068966,CHEMBL3944293,5.7,2000.0,CHEMBL1826,E. coli,253,0.2692307692307692,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.3529411764705881,0.42160099726578354,1.0,0.0,0.43187083755173994,1.05,moderate,MRSA / Staphylococcus aureus,0.45346437942932694,1,5,PBP2a; DHFR; FabI; FtsZ; GyrB,GyrB is the ATPase subunit of DNA gyrase; target evidence is based on similarity to GyrB reference ligands and should be distinguished from whole-gyrase/topoisomerase-IV predictions.
X1V9,DHFR,0.216867469879518,0.1981817312704435,0.5421686746987951,CHEMBL367220,6.27,538.0,CHEMBL2329,C. albicans,232,0.2151898734177215,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.21248630887185088,0.26262606948987444,0.6316695352839932,0.0,0.26665010210099305,1.0,low,MRSA / Staphylococcus aureus,0.26665010210099305,2,5,PBP2a; DHFR; FabI; FtsZ; GyrB,FolA/DHFR is an essential folate-cycle enzyme; evidence is strongest when diaminopyrimidine-like or folate-mimetic chemistry is present and the nearest active reference ligands are similar.
